"FPKM.liver_output"
11.908108
94.651207
77.961952
42.766838
30.687895
12.492247
22.963381
8.340608
26.010988
17.263594
8.928933
14.541407
21.316578
14.46758
12.405755
11.521342
78.430603
17.169439
6.517243
128.978607
7.237751
18.294182
570.835571
9.463472
14.124054
61.163261
1472.771851
32.478458
0
4225.458984
2000.892822
28.05201
16.839901
15.564057
56.055885
9.364934
12.241663
7.30505
12.022871
27.031595
8.346496
27.513227
12.968361
12.338363
12.720043
27.93107
60.559914
18.761065
30.632793
9.816787
11.504176
290.900635
22.628122
6.237893
10.000012
24.632715
8.31392
10.854586
16.277138
8.457232
69.98246
8.132468
18.690279
4.27857
16.403944
33.552254
33.587528
23.93948
31.681925
221.491714
250.555801
8.506152
11.005237
8.045049
51.025513
48.093578
27.210625
9.950842
9.188786
9.184873
7.439682
20.697704
88.133751
8.267571
7.905999
10.941928
40.058678
8.171807
14.397009
14.377279
12.27819
14.813736
7.081673
30.800196
24.60738
153.65007
5.719055
8.144467
8.555717
209.081635
50.326397
8.883392
10.173095
45.055134
14.966306
17.284685
12.519454
529.403137
204.303696
11.056034
33.482613
101.004852
38.114838
0.392491
